Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_FAT,GO:0043230~extracellular organelle,94,55.29411764705882,2.6872083335085475e-30,"P63260, P62270, P11031, Q9CQI6, P63321, Q8BFU2, Q61646, P33622, P17897, Q01339, Q8VCM7, Q61233, E9Q557, P08226, Q62261, P24452, Q8CGP7, P01027, Q8CGP6, P08071, Q91Y97, P01029, Q02105, Q61702, P29788, P84228, Q9CQW9, Q9D7F7, P05366, C0HKE4, Q60675, P34928, Q9CQW3, Q8BFZ3, O70475, Q8VEH3, P11276, P10518, P31001, Q8K1I3, P31725, Q08093, Q8K0E8, P10126, P61922, E9PV24, Q925F2, Q5SWU9, Q8BMK4, Q99J99, P81117, P49935, Q6GSS7, P97467, O89053, P19788, P16110, Q64337, P09813, A6X935, P13020, P35505, P17156, Q64523, Q9R257, P84244, Q9EQK5, P20152, Q06890, Q6URW6, P11835, Q9WUU7, P27661, Q9R0P9, P53994, P19973, P62806, P20918, Q91WP6, Q3TTY5, Q9QZ85, P15379, P60710, P68433, O88653, O55101, Q7TPR4, Q9CQM5, Q8BTM8, P57780, P08905, Q9D154, Q61699, P10107",156,2696,14413,3.2213488168606865,1.1259402917400813e-27,1.1259402917400813e-27,3.773439255621985e-27
GOTERM_CC_FAT,GO:0070062~extracellular exosome,93,54.70588235294118,9.28362822300263e-30,"P63260, P62270, P11031, Q9CQI6, P63321, Q8BFU2, Q61646, P33622, P17897, Q01339, Q8VCM7, Q61233, E9Q557, P08226, Q62261, P24452, Q8CGP7, P01027, Q8CGP6, P08071, Q91Y97, P01029, Q02105, Q61702, P29788, P84228, Q9CQW9, Q9D7F7, P05366, C0HKE4, Q60675, P34928, Q9CQW3, Q8BFZ3, O70475, Q8VEH3, P11276, P10518, P31001, P31725, Q8K1I3, Q08093, P10126, Q8K0E8, P61922, E9PV24, Q925F2, Q5SWU9, Q8BMK4, Q99J99, P81117, P49935, Q6GSS7, P97467, O89053, P19788, P16110, Q64337, P09813, A6X935, P13020, P35505, P17156, Q64523, Q9R257, P84244, Q9EQK5, P20152, Q06890, Q6URW6, P11835, Q9WUU7, P27661, Q9R0P9, P53994, P19973, P62806, P20918, Q91WP6, Q3TTY5, P15379, P60710, P68433, O88653, O55101, Q7TPR4, Q9CQM5, Q8BTM8, P57780, P08905, Q9D154, Q61699, P10107",156,2674,14413,3.2133004430124847,3.889840225438102e-27,1.944920112719051e-27,1.3036282574168662e-26
GOTERM_CC_FAT,GO:1903561~extracellular vesicle,93,54.70588235294118,1.445530538436539e-29,"P63260, P62270, P11031, Q9CQI6, P63321, Q8BFU2, Q61646, P33622, P17897, Q01339, Q8VCM7, Q61233, E9Q557, P08226, Q62261, P24452, Q8CGP7, P01027, Q8CGP6, P08071, Q91Y97, P01029, Q02105, Q61702, P29788, P84228, Q9CQW9, Q9D7F7, P05366, C0HKE4, Q60675, P34928, Q9CQW3, Q8BFZ3, O70475, Q8VEH3, P11276, P10518, P31001, P31725, Q8K1I3, Q08093, P10126, Q8K0E8, P61922, E9PV24, Q925F2, Q5SWU9, Q8BMK4, Q99J99, P81117, P49935, Q6GSS7, P97467, O89053, P19788, P16110, Q64337, P09813, A6X935, P13020, P35505, P17156, Q64523, Q9R257, P84244, Q9EQK5, P20152, Q06890, Q6URW6, P11835, Q9WUU7, P27661, Q9R0P9, P53994, P19973, P62806, P20918, Q91WP6, Q3TTY5, P15379, P60710, P68433, O88653, O55101, Q7TPR4, Q9CQM5, Q8BTM8, P57780, P08905, Q9D154, Q61699, P10107",156,2689,14413,3.1953757473467403,6.056772956049097e-27,2.0189243186830324e-27,2.02984696456899e-26
GOTERM_CC_FAT,GO:0044421~extracellular region part,109,64.11764705882354,1.8440749761322582e-28,"P63260, P62270, P08607, P33622, P08226, E9Q557, P24452, Q91Y97, Q02105, P29788, P84228, Q9CQW9, Q9D7F7, P05366, C0HKE4, P34928, Q9CQW3, Q8BFZ3, P11276, Q8VEH3, P10518, Q5SV42, Q5I2A0, P10126, E9PV24, Q925F2, Q5SWU9, Q8BMK4, Q8VHP7, P81117, P49935, P97467, Q6GSS7, O89053, P09813, P35505, P17156, P84244, Q06890, Q6URW6, P11835, Q9WUU7, P53994, P30681, P01864, Q91WP6, P01867, Q9QZ85, P15379, P68433, O55101, Q7TPR4, Q8BTM8, P10107, P11031, Q9CQI6, P63321, Q8BFU2, Q61646, P17897, Q01339, P05125, Q8VCM7, Q61233, Q62261, Q8CGP7, P01027, Q8CGP6, P08071, P01029, Q61268, Q61702, Q60675, O70475, P31001, P31725, Q8K1I3, Q08093, Q8K0E8, P61922, Q99J99, P19788, P16110, Q64337, A6X935, P13020, O08692, Q64523, P01837, Q9R257, Q9EQK5, P20152, P03987, P01633, P27661, Q9R0P9, P19973, P62806, P06327, P20918, Q3TTY5, Q61696, P60710, O88653, Q9CQM5, P57780, P08905, Q9D154, Q61699",156,3920,14413,2.5690361721611716,7.726674149994161e-26,1.93166853749854e-26,2.5894921575218103e-25
GOTERM_CC_FAT,GO:0031988~membrane-bounded vesicle,98,57.647058823529406,9.065559865542591e-25,"P63260, P62270, P33622, P08226, E9Q557, P24452, Q91Y97, Q02105, P29788, P84228, Q9CQW9, Q9D7F7, P05366, C0HKE4, P34928, Q8VHG2, Q9CQW3, Q8BFZ3, P11276, Q8VEH3, P10518, Q8BWG8, P10126, E9PV24, Q925F2, Q5SWU9, Q8BMK4, P81117, P49935, Q6GSS7, P97467, O89053, P09813, P35505, P17156, P84244, Q06890, Q6URW6, P11835, Q9WUU7, Q62108, P53994, Q91WP6, Q91ZU6, P15379, P68433, O55101, Q7TPR4, Q8BTM8, P10107, P11031, Q9CQI6, P63321, Q8BFU2, Q61646, P17897, Q01339, Q8VCM7, Q61233, Q62261, P01027, Q8CGP7, P08071, Q8CGP6, P01029, Q61702, Q60675, O70475, P31001, P31725, Q8K1I3, Q08093, Q8K0E8, P61922, Q99J99, P19788, P16110, Q64337, A6X935, P13020, Q64523, Q9R257, Q9EQK5, P20152, P27661, Q9R0P9, P19973, P62806, P20918, P08003, Q3TTY5, P60710, O88653, Q9CQM5, P57780, P08905, Q9D154, Q61699",156,3455,14413,2.6206426954617985,3.798469583662346e-22,7.596939167324691e-23,1.27300660109838e-21
GOTERM_CC_FAT,GO:0072562~blood microparticle,26,15.294117647058822,3.2565412625201045e-24,"P63260, P20918, Q91WP6, P01864, A6X935, P09813, P01867, P13020, P08607, P11276, P17156, Q61646, Q61696, P01837, Q8VCM7, P60710, Q06890, Q8K0E8, E9PV24, P08226, P01027, Q61702, Q02105, P01029, P29788, P06327",156,135,14413,17.79382716049383,1.364490788995924e-21,2.274151314993207e-22,4.5729095449409646e-21
GOTERM_CC_FAT,GO:0005576~extracellular region,109,64.11764705882354,3.9723860985030075e-23,"P63260, P62270, P08607, P33622, P08226, E9Q557, P24452, Q91Y97, Q02105, P29788, P84228, Q9CQW9, Q9D7F7, P05366, C0HKE4, P34928, Q9CQW3, Q8BFZ3, P11276, Q8VEH3, P10518, Q5SV42, Q5I2A0, P10126, E9PV24, Q925F2, Q5SWU9, Q8BMK4, Q8VHP7, P81117, P49935, P97467, Q6GSS7, O89053, P09813, P35505, P17156, P84244, Q06890, Q6URW6, P11835, Q9WUU7, P53994, P30681, P01864, Q91WP6, P01867, Q9QZ85, P15379, P68433, O55101, Q7TPR4, Q8BTM8, P10107, P11031, Q9CQI6, P63321, Q8BFU2, Q61646, P17897, Q01339, P05125, Q8VCM7, Q61233, Q62261, Q8CGP7, P01027, Q8CGP6, P08071, P01029, Q61268, Q61702, Q60675, O70475, P31001, P31725, Q8K1I3, Q08093, Q8K0E8, P61922, Q99J99, P19788, P16110, Q64337, A6X935, P13020, O08692, Q64523, P01837, Q9R257, Q9EQK5, P20152, P03987, P01633, P27661, Q9R0P9, P19973, P62806, P06327, P20918, Q3TTY5, Q61696, P60710, O88653, Q9CQM5, P57780, P08905, Q9D154, Q61699",156,4493,14413,2.2414025806525246,1.6644297752727604e-20,2.377756821818229e-21,5.578115196973667e-20
GOTERM_CC_FAT,GO:0005615~extracellular space,59,34.70588235294117,3.601776790666118e-18,"P63260, P08607, Q61646, P33622, P17897, Q01339, P05125, Q8VCM7, Q61233, P08226, P01027, P08071, Q61702, Q61268, Q02105, P01029, P29788, P05366, P34928, Q9CQW3, Q8BFZ3, P11276, P10518, P31725, Q5SV42, Q5I2A0, P10126, Q8K0E8, E9PV24, Q8VHP7, P81117, P49935, P97467, P19788, P16110, P09813, A6X935, P13020, O08692, P17156, P01837, Q06890, P03987, P01633, Q9WUU7, P06327, P20918, P30681, Q91WP6, P01864, P01867, Q3TTY5, Q61696, P60710, Q7TPR4, P57780, P08905, Q9D154, P10107",156,1585,14413,3.4391612068268214,1.5091444752891036e-15,1.8864305941113795e-16,5.057697150761113e-15
GOTERM_BP_FAT,GO:0072376~protein activation cascade,13,7.647058823529411,1.1004048085550408e-11,"P01864, P01867, P08607, P01837, Q01339, Q8VCM7, Q9EQK5, Q8K0E8, E9PV24, P01027, P01029, Q02105, P06327",159,85,17911,17.22848686644469,3.560922334777672e-08,3.560922334777672e-08,1.9981849508354802e-08
GOTERM_BP_FAT,GO:0042060~wound healing,21,12.352941176470587,5.053670449713005e-10,"P63260, P20918, Q9CQ19, Q9CQW3, P13020, P11276, P31725, P15379, Q01339, Q8VCM7, Q08093, P60710, Q8K0E8, E9PV24, P61922, P08226, E9Q557, P01027, Q8BTM8, P10107, P11688",159,406,17911,5.826610279765777,1.6353665389656769e-06,8.176836038265023e-07,9.176746029737616e-07
